sentence,nutrient,pmid,label
"for the periods of preconception, pregnancy and lactation, questions focused on the importance and strength of evidence for supplement use with the following micronutrients for low- and high-risk populations: folic acid, choline, iodine, magnesium, calcium, iron, selenium, docosahexaenoic acid (dha), and vitamins b1, b2, b6, b12, d and k.",magnesium,39833730,3
"an absolute deficiency of the antioxidants alpha-tocopherol, glutathione and the elements selenium, calcium, magnesium, iron and zinc as a cause or a consequence of hypertension in pregnancy could be excluded.",magnesium,9417498,3
"hypertensive alcoholics were older and tended to use greater amounts of alcohol, but their liver enzymes, alcohol levels on admission, and serum magnesium concentrations did not distinguish them from normotensive alcoholics.",magnesium,3890591,3
"role of trace elements zinc, copper and magnesium during pregnancy and its outcome.",magnesium,15572821,3
"objective: despite known racial disparities in obstetrics, as well as differences in magnesium pharmacodynamics according to race, the effect of race/ethnicity in magnesium sulfate (mgso(4)) use during pregnancy has not been studied.",magnesium,28612671,3
plasma cholinesterase activity levels were studied in 15 pregnant patients with preeclampsia before and after the administration of therapeutic doses of magnesium sulfate.,magnesium,3407685,3
"we used cochran-armitage tests to assess trends in hypertensive disorders, encephalopathy diagnoses, and magnesium sulfate utilization and compared demographic factors between patients with or without hypertensive disorders of pregnancy or treatment with magnesium sulfate.",magnesium,38580044,3
the changes of magnesium utilization during pregnancy in rat and the influence of hydrocortisone acetate on it was studied.,magnesium,3761047,3
oxidative stress parameters and serum magnesium levels in patients with seasonal allergic conjunctivitis.,magnesium,26555509,3
"we were aimed to assess the associations between early pregnancy whole blood concentrations of copper (cu), zinc (zn), calcium (ca), iron (fe), and magnesium (mg) with gdm later in the second trimester among pregnant women in northwest china.",magnesium,40175910,3
it was concluded that during normal pregnancy and pseudopregnancy zinc and magnesium would always be present in amounts considerably greater than those required to saturate alkaline phosphatase for full catalytic activity.,magnesium,7283878,3
brazil magnesium (bramag) trial: a double-masked randomized clinical trial of oral magnesium supplementation in pregnancy.,magnesium,32316938,3
magnesium supplementation and perinatal hypoxia: outcome of a parallel group randomised trial in pregnancy.,magnesium,17578470,3
this review evaluates the information on magnesium and pregnancy.,magnesium,26104419,3
"serum levels of vitamin d, calcium, magnesium, and copper, and their relations with mental health and sexual function in pregnant iranian adolescents.",magnesium,32166563,3
the frequent occurrence of magnesium deficiency indicates that pregnant women should receive magnesium supplementation.,magnesium,8710422,3
we conclude that the low level of plasma cholinesterase activity is probably responsible for the prolonged action of succinylcholine in pregnant patients with preeclampsia receiving magnesium sulfate.,magnesium,3407685,3
"intravenous drug treatment agents including intravenous fluids, prochlorperazine, diphenhydramine, metoclopramide, dexamethasone, magnesium, valproate and propofol, and dihydroergotamine are reviewed in this paper.",magnesium,32638172,3
"women on the pill also showed significantly lower serum magnesium values than other nonpregnant women of similar age, but the differences were much smaller than those between pregnant women and controls.",magnesium,3611529,3
the prevailing opinion is that oral supplementation of magnesium during pregnancy makes up for its deficit in the organism of the pregnant woman and also positively influences fetal development.,magnesium,11257745,3
"in one pregnant patient undergoing caesarean section, mgso4 was ineffective in controlling cardiovascular disturbances because of inadequate serum magnesium concentrations.",magnesium,2751917,3
"we investigated plasma levels of several electrolytes (sodium, potassium, phosphate, calcium, magnesium) at the emergency visit, as well as demographics, diagnosis, blood-sample delay time, and history of alcohol abuse.",magnesium,31211423,3
objective: to evaluate oxidative stress parameters and serum magnesium (mg) levels in patients with seasonal allergic conjunctivitis (sac) during the pollen season.,magnesium,26555509,3
"a magnesium deficit in the elderly can occur due to inadequate nutrient intakes, multiple drug use, or altered gastrointestinal function.",magnesium,1591145,3
"the physiological state of goats did not alter the levels of phosphorus (p), magnesium (mg) and sodium (na) in their diets; these minerals were adequate to meet the demands of pregnancy.",magnesium,22440037,3
"we compared plasma magnesium concentrations in pregnant women with and without abdominal obesity, and investigated the interactive roles of magnesium and obesity in the development of gestational diabetes mellitus (gdm).",magnesium,26878251,3
"calcium, magnesium and phosphorus concentrations were all high in the first day of lactation, but declined until the third day after parturition.",magnesium,7093815,3
"serum and mononuclear cell potassium, magnesium, sodium and calcium in pregnancy and labour and their relation to uterine muscle contraction.",magnesium,1467154,3
"results: the mean serum levels of copper, selenium, and magnesium were found to be significantly lower in the pre-eclamptic pregnant group when compared to the healthy pregnant controls (p < 0.05).",magnesium,32631273,3
"the aim of this study was to evaluate the effects of magnesium supplementation on gene expression of inflammatory markers, vascular endothelial growth factor (vegf), and pregnancy outcomes in women diagnosed with gestational diabetes mellitus (gdm).",magnesium,31099333,3
"effect of oral high molecular weight hyaluronic acid (hmwha), alpha lipoic acid (ala), magnesium, vitamin b6 and vitamin d supplementation in pregnant women: a retrospective observational pilot study.",magnesium,37736936,3
"the essential elements zinc, copper and magnesium are important both for the course of pregnancy as well as for the development of fetus and newborn.",magnesium,7288541,3
"wider implications: collective evidence supports that women with pcos have a lower overall diet quality, poorer dietary intakes (higher cholesterol, lower magnesium and zinc) and lower total pa, despite lower alcohol consumption versus those without pcos.",magnesium,35639552,3
studies were identified based on the cochrane pregnancy and childbirth search strategy using the terms [antenatal or prenatal] and [magnesium] and [preterm or premature or neuroprotection or 'cerebral palsy'].,magnesium,28976987,3
"magnesium is an essential nutrient for various physiological processes and becomes even more vital during pregnancy, contributing to muscle relaxation, bone development, electrolyte balance, and blood pressure regulation.",magnesium,39479677,3
"in this study concentration level of calcium, cadmium, copper, iron, magnesium, manganese, nickel, lead and zinc were determined in the amniotic fluid of pregnant women, aged 15 - 45 years enrolled at the obafemi awolowo university teaching hospitals complex ile - ife.",magnesium,22066293,3
patient selection for administration of magnesium sulfate was appropriate in 93.7% (89/95) of women with hypertension in pregnancy.,magnesium,20608019,3
"the aim of this retrospective pilot study is to evidence whether the oral supplementation with high molecular weight hyaluronic acid (hmwha), in association with alpha lipoic acid (ala), magnesium, vitamin b6 and vitamin d, in pregnant women, could reduce adverse effects, such as ptb, pelvic pain, contraction and hospitalization.",magnesium,37736936,3
during pregnancy it is however necessary to ensure in diabetic women 400 micrograms folic acid; increased attention must be paid to magnesium intake and during the menopause the vitamin d and calcium intake must be followed up.,magnesium,12642929,3
"4) list the appropriate laboratory and imaging studies to differentiate eclampsia from other diagnoses (complete blood count, comprehensive metabolic panel, magnesium level, pregnancy testing, urinalysis, and computed tomography [ct] scan of the head).",magnesium,37465222,3
"there is no obvious correlation between the steady-state levels of 8-ohdg in the circulating wbc dna of asbestos workers and possible confounding factors, such as the presence of benign asbestos-associated diseases, the duration of asbestos exposure, the latency period, the fixed cumulative fibrous dust dose (""fiber years""), age, smoking status, acute febrile infections, medicines, aspirin, calcium (ca(2+)), magnesium (mg(2+)), and the hormone and vitamin intake.",magnesium,10882897,3
"conclusions: neither prophylactic administration of caffeine, magnesium or aminophylline, nor postoperative fluid administration, did not influence the incidence of pdph.",magnesium,22764514,3
the total zinc and magnesium content of the uterus increased between days 5 and 12 of pregnancy and between days 5 and 9 of content of the pseudopregnancy when decidual cells were present.,magnesium,7283878,3
"the following 13 points constitute the consensus of the society and have been approved by the research committee of the society: energy drinks (ed) commonly contain caffeine, taurine, ginseng, guarana, carnitine, choline, b vitamins (vitamins b1, b2, b3, b5, b6, b9, and b12), vitamin c, vitamin a (beta carotene), vitamin d, electrolytes (sodium, potassium, magnesium, and calcium), sugars (nutritive and non-nutritive sweeteners), tyrosine, and l-theanine, with prevalence for each ingredient ranging from 1.3 to 100%.",magnesium,36862943,3
the serum calcium concentration and calcium/magnesium ratio were not differences in the preeclamptic and the healthy pregnant woman.,magnesium,11588811,3
magnesium and bupivacaine-induced convulsions in awake pregnant rats.,magnesium,15627536,3
among males alcohol intake per drinking day correlated positively with serum copper (r = 0.50; p less than 0.001) and negatively with serum selenium (r = -0.49; p less than 0.001) and magnesium (r = 0.40; p less than 0.01).,magnesium,3166627,3
"mean serum magnesium values with one standard deviation are presented for 224 women during pregnancy and 1559 women taking birth control pills, with 4145 women, aged 15-49 years, as controls.",magnesium,3611529,3
"results: we discovered statistically confirmed differences (p < 0,05 ) in ionized magnesium concentration as well between the group of women in physiologic pregnancy and non-pregnant women and between the group of pregnant women with imminent preterm labor and non-pregnant women.",magnesium,16363368,3
"there have been a series of suggestions that chocolate's mood elevating properties reflect 'drug-like' constituents including anandamines, caffeine, phenylethylamine and magnesium.",magnesium,10610080,3
this study aims to examine whether the magnesium depletion score (mds) is associated with all-cause and cvd mortality among individuals with masld or metabolic and alcohol associated liver disease (metald).,magnesium,39861373,3
"among women with pre-pregnancy normal body mass index (bmi), intakes of nutrients such as potassium, calcium, magnesium, and vitamin b1 and the serum 25-hydroxyvitamin d and beta-carotene concentrations were significantly lower in the fg than in tg or ag.",magnesium,36576287,3
"results: it was found that overweight and obese women exhibited higher magnesium concentration in serum, while iron content in serum and hair was markedly lower compared to women with normal body weight.",magnesium,38262193,4
"the aim of the present study was to determine and compare plasma and erythrocyte concentrations of magnesium in 12 autistic children (10 boys, 2 girls), 17 children with other autistic spectrum disorders (14 boys, 3 girls), 5 girls with classic rett syndrome, and 14 normal children (7 boys, 7 girls) of the same age.",magnesium,16443999,4
"a clinical study has been conducted on a selected group of 9 children and 12 adults with attention deficit disorder, evaluating the response to the therapy with magnesium pemoline by means of eeg power spectra.",magnesium,6472603,4
"aluminum, boron, calcium, copper, iron, magnesium, manganese, molybdenum, phosphorus, potassium, sodium, and zinc: concentrations in common western foods and estimated daily intakes by infants; toddlers; and male and female adolescents, adults, and seniors in the united states.",magnesium,11573761,4
the role of renal excretion of magnesium in the pathogenesis of this low magnesium status was investigated in 25 patients with sickle cell anaemia (sicklers) in the steady state and in 25 age- and sex-matched controls with haemoglobin genotype aa.,magnesium,8291372,4
objectives this study aimed to compare the magnesium (mg) level between normal-weight and obese children in a tertiary center in saudi arabia over the past seven years and evaluate the vitamin d and phosphorus between the two groups as a secondary objective.,magnesium,37746373,4
"the purpose of this study was: 1) to establish the prevalence of depleted iron stores, iron deficiency, and low serum levels for copper, zinc, calcium, and magnesium in a healthy female population; and 2) to examine the effects of iron supplementation and discontinuation on the serum levels of the above minerals.",magnesium,8492683,4
"based on dietary surveys and recent human experiments, a magnesium intake less than 260 mg/day for male and 220 mg/day for female athletes may result in a magnesium-deficient status.",magnesium,17172008,4
"indirect reference intervals for most of the biochemical analytes were comparable, with small differences in lower [alkaline phosphatase (alp) (male), alanine aminotransferase (alt), creatine kinase, iron (male), total iron-binding capacity, folic acid, calcium (female), lactate dehydrogenase (ldh), lipoprotein (a) [lp(a)], thyroid-stimulating hormone (tsh), total triiodothyronine (t(3)), direct bilirubin, apolipoprotein a-i (apoa-i), glucose, homocysteine, total cholesterol, ferritin, total protein, ceruloplasmin, sodium, blood urea nitrogen (bun) and uric acid (female)] and/or upper limits [albumin, alp (male), amylase, apoa-i, creatine kinase-mb (ck-mb), total iron-binding capacity, phosphorus, glucose, total cholesterol, gamma-glutamyltransferase (gamma-gt), magnesium, total protein, high-density lipoprotein cholesterol (hdl-c), total t(3), alp (male), alt, aspartate aminotransferase (ast) (male), direct bilirubin (male), creatine kinase, iron, folic acid (female), lp(a), uric acid and triglycerides], to the reference intervals determined for healthy subjects in our laboratory.",magnesium,16776635,4
ionized magnesium concentrations in critically ill children.,magnesium,9875919,4
magnesium intake and serum c-reactive protein levels in children.,magnesium,17536486,4
"content mineral substances (magnesium, iron, copper and zinc) in rations adults and children reduced.",magnesium,24000702,4
"a national population-based cross-sectional nutrition survey, the elderly nutrition and health survey in taiwan (1999-2000), was used to investigate the magnesium status and association with diabetes in the taiwanese elderly.",magnesium,16169838,4
skeletal muscle magnesium content did not differ significantly between groups; 7.93 mumol/g wet weight (median) in group cy versus 8.38 mumol/g wet weight in group az.,magnesium,8381943,4
"the content of calcium, magnesium, zinc, copper and iron in daily food rations of adolescents served in two residential centres in copper basin legnica region and two high schools in poznan were studied.",magnesium,10789207,4
serum magnesium in overweight children.,magnesium,21719932,4
"the child was diagnosed with pseudohypoparathyroidism (php) and was medically managed with parenteral calcium, vitamin d and magnesium.",magnesium,40000045,4
"using as reference the dietary reference values from the european food safety authority (efsa), calcium and magnesium intakes were found to be below the average requirement (ar) and adequate intake (ai), respectively, in a considerable percentage of children.",magnesium,32560110,4
"the enuretic children had a higher night diuresis and free water reabsorption; there was an increase in nocturnal excretion of sodium, calcium and magnesium ions.",magnesium,9503541,4
"at the same time, however, among the children given standard treatment without magnesium, hyperactivity has intensified (tab.",magnesium,9857546,4
aim: to determinate the efficacy of picosulphate sodium with magnesium citrate as a bowel preparation in children and adolescents.,magnesium,15499422,4
"the lead, copper, zinc, and magnesium contents of scalp hair taken from 173 children aged 1-15 yr and young people (16-18 yr) with certain disorders of the osteomuscular articular system (osteomuscular pains of unknown origin, once described as ""growing pains"") were measured, using the flame atomic absorption spectrometry method, and then compared with those of 108 normal, healthy children.",magnesium,12449235,4
"before treatment, the levels of the major elements potassium (k) and magnesium (mg) in children with arf were higher than in the control group, whereas the calcium (ca) level was lower.",magnesium,20593282,4
"additional research should investigate differential magnesium use by weight status, quantifying risks and benefits.",magnesium,31411907,4
"there was no significant difference in the mean mucosal magnesium content of those speciments with normal and abnormal histopathology and overall the mean value was 30.9 mmol/kg dry weight of tissue, but there was a wide spread of values.",magnesium,7357739,4
"similarly, when compared with children who consumed no cereal, those who ate cereal consumed significantly less fat and cholesterol and significantly more carbohydrates, sugar, whole grains, vitamin a, thiamin, riboflavin, niacin, vitamin b(6), folic acid, vitamin b(12), vitamin c, calcium, magnesium, iron, and zinc.",magnesium,21481717,4
magnesium and calcium in exhaled breath condensate of children with asthma and gastroesophageal reflux disease.,magnesium,19140217,4
[changes in calcium and magnesium metabolism in children with diffuse glomerulonephritis].,magnesium,5611371,4
conclusion: children and adolescents with t1dm have lower magnesium levels than controls; that is more pronounced among those having microangiopathy.,magnesium,40169565,4
magnesium-based biodegradable implants in children and adolescents.,magnesium,35193753,4
"cvs for thiamin, riboflavin, vitamin c, calcium, magnesium, iron, and zinc intake were 14.1-23.9% (male skiers), 2.9-15.0% (male controls), 4.8-24.5% (female skiers), and 4.3-11.5% (female controls).",magnesium,1299505,4
"blood arginase activity, serum glucose (14.155 +/- 4.197 mmol/l; p < .001) and blood hba1c (11.222 +/- 3.186 %; p < .001), were significantly higher in diabetic children than in healthy controls, whereas the magnesium (mg2+) level, a cofactor of many enzymes, was significantly lower (0.681 +/- 0.104 micromol; p < .001).",magnesium,20214019,4
"conclusion: conclusions: supplementation of combination therapy with magnesium and b6 helped to improve myocardial electrophysiology and cardiac output, as well as to normalize the serum magnesium in children with secondary cardiomyopathy.",magnesium,32386366,4
"in addition, calcium, magnesium, iron, and manganese were low in the diets of teenage girls; calcium, magnesium, and iron were low in the diets of adult women; calcium, magnesium, and zinc were low in the diets of older women; calcium and zinc were low in the diets of 2-year-olds; and magnesium was low in the diets of teenage boys and older men.",magnesium,1991931,4
"the changes differ depending on both patient weight and the use of a magnesium-containing cardioplegic solution, exemplified here by plegisol.",magnesium,9052289,4
"in the group of 80 subjects, including 50 pts with mvps and 30 healthy people matched for age and gender, who comprised the control group (cg), concentration of magnesium in blood plasma was estimated.",magnesium,11339012,4
"calcium, magnesium, potassium and sodium oxybates (xywav((r)); hereafter referred to as lower-sodium oxybate), a new oxybate formulation with a greatly reduced sodium burden compared with previously approved sodium oxybate (xyrem((r))), is approved for the treatment of cataplexy and excessive daytime sleepiness (eds) in adults and children aged >/= 7 years with narcolepsy, and is the first drug approved for the treatment of idiopathic hypersomnia in adults in the usa.",magnesium,35357671,4
magnesium deficiency in children with urolithiasis.,magnesium,1002396,4
"in children and adolescents, sodium picosulfate/magnesium citrate was significantly more effective as a colorectal cleansing agent than oral bisacodyl 0.01 or 0.02 g plus a sodium phosphate enema preparation in a randomized, single-blind study; dosages were adjusted for age in this study.",magnesium,19192941,4
"primary outcomes for infants/children: up to two years' corrected age, magnesium sulphate compared with placebo reduced cerebral palsy (rr 0.71, 95% ci 0.57 to 0.89; 6 rcts, 6107 children; number needed to treat for additional beneficial outcome (nntb) 60, 95% ci 41 to 158) and death or cerebral palsy (rr 0.87, 95% ci 0.77 to 0.98; 6 rcts, 6481 children; nntb 56, 95% ci 32 to 363) (both high-certainty evidence).",magnesium,38726883,4
"our findings showed that, except magnesium, the profile of other biochemical variables, namely, calcium, zinc and iron in the umbilical cord blood of the neonates with normal birth weight (nbw) were significantly higher than in the umbilical cord blood of neonates with low birth weight (lbw).",magnesium,27147914,4
[randomized clinical trial of intravenous magnesium sulfate versus salbutamol in early management of severe acute asthma in children].,magnesium,14647859,4
"population based data on 24-h urinary excretion of calcium, oxalate, magnesium, phosphate, uric acid and creatinine were collected from 220 children (aged 3-16 years) living in cimitile, campania, southern italy.",magnesium,1571211,4
parathyroid hormone release and end-organ responsiveness to parathyroid extract (pte) were evaluated in a 25-year-old woman with magnesium deficiency associated with hypocalcemia and inappropriately low levels of serum immunoreactive parathyroid hormone (ipth).,magnesium,177448,4
the increase in urinary calcium and oxalate in calcium oxalate stone formers has been found to be associated with the increase in uric acid and uromucoids along with the increase in inorganic phosphate and magnesium (in adults only) whilst citrate was decreased (in children only).,magnesium,3742009,4
nausea/vomiting or sore throat/nose occurred in 17 of the 409 children who received magnesium (4%) and 5 of the 407 who received placebo (1%).,magnesium,33231663,4
"there were no obvious significant differences in age groups and sex sets and there were no deficiency of copper, calcium and magnesium discovered.",magnesium,19040038,4
"the fractional excretion of uric acid, calcium, phosphorus, magnesium and other ions, and the urinary acidifying capacity were studied in then patients with juvenile diabetes of short evolution and in a control group matched for age, sex, and body surface.",magnesium,7206883,4
[level of magnesium in blood serum in children from the province of rzesz'ow].,magnesium,8266691,4
"material and method: thirty epileptic children who are 3-18 years old with taking antiepileptic drug at least 6 months and 30 healthy children in the same age were performed to investigate serum 25-hydroxyvitamin d, calcium, phosphorus, magnesium, creatinine, alkaline phosphatase, albumin, parathyroid hormone, spot urine calcium, spot urine phosphorus, spot urine creatinine and bone mineral density between october 2012 to september 2013.",magnesium,26219156,4
adolescents with obesity experienced significant zinc and magnesium deficiency in the body (phi < 0.05).,magnesium,33813456,4
objective: to evaluate the effectiveness of nebulized magnesium in children with acute asthma remaining in moderate or severe respiratory distress after initial therapy.,magnesium,33231663,4
"main outcome measures: diet was assessed via food frequency questionnaire and compared with age- and sex-specific dietary reference intakes for 10 nutrients and dietary components (calcium; fiber; magnesium; potassium; sodium; vitamins c, d, and e; added sugar; and saturated fat).",magnesium,36990427,4
"given the clear association between hypomagnesemia and nodat in both adults and children following renal transplantation, further studies are merited to clarify the etiology of this association and to examine the effect of magnesium supplementation on nodat.",magnesium,28039534,4
"magnesium sulfate has been shown to be an effective treatment in older children with asthma exacerbations, but it has not been investigated in acute severe virus-induced wheezing in young children.the study enrolled 61 children aged 6 months to 4 years.",magnesium,29437941,4
"however, the magnesium to calcium ratio was statistically significantly lower in both gerd and asthma children as compared with control group.",magnesium,19140217,4
the objective of this study was to determine the efficacy of magnesium supplementation to improve insomnia in elderly.,magnesium,23853635,4
the objective of this study was to determine whether magnesium consumption is associated with inflammation (c-reactive protein [crp]) in children.,magnesium,17536486,4
this study tests the hypothesis that increasing the calcium and phosphorus content of formulas for very low birth weight (vlbw) infants to the level required to decrease the incidence of rickets has a negative impact on magnesium balance.,magnesium,2115080,4
"multivariate analyses adjusted for age and gender showed that higher mean kidney length and maximal cyst diameter were significant predictors of higher sbp (p = 0.034 and 0.046, respectively) and dbp (p = 0.024 and 0.034, respectively), higher maximal cyst diameter was a significant predictor of higher ogtt 2-h c-peptide concentration (p = 0.033), higher mean cyst diameter was a significant predictor of lower egfr (p = 0.039) and higher mean kidney length was a significant predictor of lower serum magnesium concentration (p = 0.043).",magnesium,25869055,4
"background-we evaluated whether the oral intake of high-molecular-weight hyaluronic acid (hmwha) in association with alpha lipoic acid (ala), magnesium, vitamin b6, and vitamin d can improve the resorption of subchorionic hematoma in cases of threatened miscarriage.",magnesium,38337402,4
"low magnesium and potassium levels may also lead to diabetes after transplantation, with limited evidence in children.",magnesium,29059403,4
"[determination by means of atomic absorption spectrophotometry of calcium, magnesium, iron, copper and zinc in the blood of normal children and adolescents].",magnesium,5761161,4
"however, the analytical results were 10% lower on average, but in the case of zinc and magnesium they did not even reach 50% of norms showing that the daily food did not provide sufficient amounts of minerals for adolescents.",magnesium,10789207,4
children with inattentive type had significant lower levels of zinc and ferritin than controls (p value 0.001 and 0.01 respectively) with no significant difference between them as regards magnesium and copper levels (p value 0.4 and 0.6 respectively).,magnesium,22206662,4
"comparison of serum calcium, magnesium, phosphate, alkaline phosphatase, and vitamin d levels in children consuming reverse osmosis, non reverse osmosis, and high fluoride drinking water.",magnesium,40155753,4
"materials and methods: whole dried blood spots were collected in a total of 161 youth (highlands, n = 97; lowlands, n = 64) to assess concentrations of: cadmium, copper, lead, magnesium, mercury, selenium, and zinc.",magnesium,36532896,4
"the aim of this study was to determine the net requirements of calcium (ca), phosphorus (p), magnesium (mg), and sulphur (s) for weight gain of non-descript breed hair lambs (ndbl) of different sex classes reared under brazilian semiarid conditions.",magnesium,26969316,4
effects of pig age at market weight and magnesium supplementation through drinking water on pork quality.,magnesium,16699108,4
calcium and magnesium content in daily diets for children of the range from 1.0 up to 14.6 years was examined.,magnesium,8309823,4
"conclusion: we identified associations of magnesium laxatives with aging, stimulant laxatives with female sex, antihypertensives, low outside temperature and less 30 min of vigorous exercise.",magnesium,32831027,4
"the amounts of nutrient intakes from fortified foods and/or supplements were at different levels: (i) vitamins a, d, calcium, magnesium (>50% of adolescents did not exceed 20% of dri); (ii) vitamins e, b(12), iron (>50% of respondents consumed at least 20% of dri); (iii) niacin and pantothenic acid (>50% of respondents consumed at least 40% of dri); iv) vitamins c, b(1), b(2), b(6), folate, biotin (>50% of participants consumed at least 60% of dri).",magnesium,33163469,4
"the aim: to study the dynamics of zinc, iron, potassium and magnesium in adolescents with disorders of the cardiovascular system with chronic tonsillitis.",magnesium,30099424,4
this can cause magnesium deficiency especially in children from the lower socio-economic groups who also suffer from nutritional insufficiency.,magnesium,7780351,4
"the micronutrients most at risk for inadequate intake were zinc, calcium, magnesium, and folate: more than 25% of the adolescents did not meet 50% of dri or rda indications for these micronutrients.",magnesium,11282184,4
"consequently, the accomplished study proves that there is a need of magnesium supplementation in adhd children irrespectively of other mental disorders.",magnesium,9857546,4
methodologies for using stable isotopes to assess magnesium absorption and secretion in children.,magnesium,10067656,4
"the present study aimed at analysing the content of fluorine (f), calcium (ca) and magnesium (mg) in the hair of young male students (n =52) of a secondary school in mafinga in tanzania (africa) who participated in anthropological examinations.",magnesium,24234514,4
estimated model parameters suggested that magnesium exhibits a short serum half-life (2.7 h) in children.,magnesium,27909740,4
"the balance of minerals (sodium [na], potassium [k], calcium [ca], and magnesium [mg]) was measured in six female students for 10 d while under a relatively low na intake (100 mmol/d or 2.2 g/d) with receiving adequate ca (20 mmol/d or 800 mg/d) and mg (12 mmol/d or 280 mg/d).",magnesium,12953799,4
low serum magnesium levels and its association with high blood pressure in children.,magnesium,26490130,4
"questionnaire survey of 127 female medical students from a study group indicated that the dietary levels of proteins, particularly animal ones, as well as fats, carbohydrates, vitamins (c, b1, b2, and b6), and trace elements (potassium, calcium, magnesium, phosphorus, iron, copper, and manganese) was much lower in spring than in autumn and they did not correspond to the recommended physiological requirements for these nutrients.",magnesium,16022253,4
"the mean daily intake of nine micronutrients (calcium, folate, iron, magnesium, potassium, selenium, vitamin c, vitamin d, and zinc), adjusted for age, sex, bmi and energy intake, were examined across six added-sugar-intake groups (< 5%e, 5-7.5%e, 7.5-10%e, 10-15%e, 15-20%e, and >  20%e).",magnesium,32071610,4
[spectrophotometric atomic absorption determination of serum magnesium concentrations in infants and children].,magnesium,5047905,4
[study of dental caries in children drinking water with a high content of magnesium].,magnesium,1058058,4
"in the previous analysis of our human mineral balance studies, we demonstrated positive correlations between the balances of calcium (ca) and magnesium (mg) and sodium (na) intake in the range of 3.06 and 4.06 g/d or 43.71 and 96.40 mg/kg body weight (bw)/d, but there was no correlation between na intake and na balance.",magnesium,17330502,4
"magnesium, zinc, and chromium levels in children, adolescents, and young adults with type 1 diabetes.",magnesium,26096861,4
"evaluating the serum levels of zinc, copper, magnesium, and 25-hydroxy vitamin d in children with idiopathic drug-resistant epilepsy; a cross-sectional study.",magnesium,39127646,4
objective: to test the hypothesis that many critically ill children exhibit ionized hypomagnesemia despite having normal total magnesium (tmg) concentrations.,magnesium,9875919,4
magnesium chloride (20 mm) decreased the ssc of norfloxacin to 40.5 +/- 3.76 ng of norfloxacin per mg (dry weight) of cells.,magnesium,10952580,4
conclusions: intravenous infusion of magnesium sulfate during the first hour of hospitalization in patients with acute severe asthma significantly reduced the percentage of children who required mechanical ventilation support.,magnesium,22859321,4
"in this study, we evaluated the correlation of varying magnesium levels with mortality in older adults undergoing aki.",magnesium,39540956,4
a 56-hour test was used to study cation and creatinine excretion before and after an intramuscular load of 0.49 meq of magnesium/kg of body weight.,magnesium,1168557,4
"24-hour urinary outputs of oxalate, calcium, and magnesium have been determined in a total of 62 children aged 3 months to 17 years who fell into the following groups: (i) 16 normal controls, (ii) 3 with primary hyperoxaluria, (iii) 9 with small and/or large intestinal resections, (iv) 9 with untreated coeliac disease, (v) 5 with pancreatic dysfunction, and (vi) a miscellaneous group of 20 children with a variety of intestinal disorders.",magnesium,1008583,4
"in addition, decision tree analysis revealed that ggt, temperature, serum magnesium level at baseline and gender were the most important predictors of alt changes in covid-19 patients.",magnesium,37491318,4
[behavior of serum magnesium level in school children].,magnesium,5802245,4
"the 10 most frequently used cam treatments were exercise for a specific medical problem (48%), spiritual healing (prayers) (45%), massage therapy (44%), chiropractic treatments (37%), vitamin c (35%), vitamin e (31%), magnesium (29%), vitamin b complex (25%), green tea (24%), and weight-loss programs (20%).",magnesium,15667030,4
background and objective: we intended to ascertain the effectiveness and safety of oral solutions of magnesium and vitamin b(6) in alleviating the symptoms emerged during clinical exacerbations in children aged 7-14 years suffering from tourette syndrome (ts).,magnesium,19087826,4
"most adolescents did not reach age and gender specific recommended daily intakes for calcium or magnesium at 14 years, and this decreased as they aged to 17 years (from 33.0% to 29.2% meeting for calcium, p < 0.05, and from 33.6% to 20.5% meeting for magnesium, p < 0.01).",magnesium,23363991,4
"we found no significant association of calcium, magnesium, or potassium intake on children's blood pressure, suggesting the role of other antihypertensive components in dairy products.",magnesium,23684662,4
reply to: towards a consensus on vitamin d supplementation and bone health.,vitamin d,30550628,0
conclusions: our results suggest that vitamin d supplementation may slow down horvath epigenetic aging.,vitamin d,30256915,0
"however, no significant correlation was observed between vitamin d 25-oh or il-1beta levels and epilepsy severity or seizure frequency (p>0.05).",vitamin d,39816124,0
results: majority of study patients were found to have severe vitamin d deficiency.,vitamin d,31195354,0
"after 6 months and preparation with 1,25-dihydroxy vitamin d, the patient underwent total parathyroidectomy with autotransplantation of half of a parathyroid gland into the sternocleidomastoid muscle.",vitamin d,39839473,0
objective: to assess genetic evidence for the causal role of low vitamin d status in mortality.,vitamin d,36279545,0
"instead, high-quality rcts among populations with low vitamin d status or at greater risk of key outcomes are needed.",vitamin d,38950419,0
"the majority of our subjects had abnormally low vitamin d levels, but only those over 70 years of age showed a negative correlation with high otolin-1 levels.",vitamin d,29533337,0
"(pro)renin, erythropoietin, vitamin d and urodilatin release from human donor kidneys during normothermic machine perfusion: predictors of early post-transplant outcome?",vitamin d,40278798,0
the study also included 220 patients (107 females/113 males) with osteopenia who already took calcium and vitamin d continually since their diagnosis.,vitamin d,38740674,0
background: growing evidence suggests a significant association between vitamin d deficiency and ras.,vitamin d,37426194,0
the current application and research progress of vitamin d in improving the efficacy of tuberculosis treatment.,vitamin d,38264879,0
